2026-04-28 16:42:23 [INFO] Traceability:67 - ======================================================================
2026-04-28 16:42:23 [INFO] Traceability:68 - 🔄 LOGGING CONFIGURADO - INICIO DE APLICACIÓN
2026-04-28 16:42:23 [INFO] Traceability:69 - 📁 Archivo diario: logs/server_20260428.log
2026-04-28 16:42:23 [INFO] Traceability:70 - 📁 Archivo general: logs/server.log
2026-04-28 16:42:23 [INFO] Traceability:71 - 📅 Fecha: 2026-04-28 16:42:23
2026-04-28 16:42:23 [INFO] Traceability:72 - ======================================================================
2026-04-28 16:42:23 [DEBUG] Image:421 - Importing PngImagePlugin
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 41 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 41 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 41 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 41 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 41 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 41 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'pHYs' 41 9
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'tEXt' 62 25
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 99 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'pHYs' 41 9
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'tEXt' 62 25
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 99 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 41 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 41 8192
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'sRGB' 41 1
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'gAMA' 54 4
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'pHYs' 70 9
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 91 65445
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IHDR' 16 13
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'sRGB' 41 1
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'gAMA' 54 4
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'pHYs' 70 9
2026-04-28 16:42:23 [DEBUG] PngImagePlugin:204 - STREAM b'IDAT' 91 65445
2026-04-28 17:10:08 [INFO] Traceability:67 - ======================================================================
2026-04-28 17:10:08 [INFO] Traceability:68 - 🔄 LOGGING CONFIGURADO - INICIO DE APLICACIÓN
2026-04-28 17:10:08 [INFO] Traceability:69 - 📁 Archivo diario: logs/server_20260428.log
2026-04-28 17:10:08 [INFO] Traceability:70 - 📁 Archivo general: logs/server.log
2026-04-28 17:10:08 [INFO] Traceability:71 - 📅 Fecha: 2026-04-28 17:10:08
